Rk,Player,Age,Pos,Tm ,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
632,Nick Bonino,28,C,PIT,80,18,19,37,-5,16,11,6,1,1,14,5,0,142,12.7,1332,17,99,60,582,631,48
633,Patric Hornqvist,30,RW,PIT,70,21,23,44,16,28,11,10,0,6,16,7,0,223,9.4,1117,16,62,227,3,8,27.3
634,Justin Schultz,26,D,PIT,78,12,39,51,27,34,9,3,0,1,22,17,0,154,7.8,1595,20,116,67,0,0,
635,Conor Sheary,24,LW,PIT,61,23,30,53,24,22,21,2,0,6,27,3,0,154,14.9,972,16,23,29,0,0,
636,Phil Kessel,29,RW,PIT,82,23,47,70,3,20,15,8,0,4,25,22,0,229,10,1471,18,15,12,5,10,33.3
637,Evgeni Malkin,30,C,PIT,62,33,39,72,18,77,22,11,0,6,27,12,0,191,17.3,1154,19,25,40,365,481,43.1
638,Sidney Crosby,29,C,PIT,75,44,45,89,17,24,30,14,0,5,34,11,0,255,17.3,1491,20,27,80,842,906,48.2
639,Tim Heed,26,D,SJS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,16,2,0,0,0,
640,Barclay Goodrow,23,RW,SJS,3,0,1,1,0,0,0,0,0,0,1,0,0,3,0,34,11,1,3,0,0,
641,Daniel O'Regan,23,C,SJS,3,1,0,1,-2,0,0,1,0,0,0,0,0,5,20,35,12,1,1,14,17,45.2
642,Mirco Mueller,21,D,SJS,4,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,38,10,3,2,0,0,
643,Marcus Sorensen,24,RW,SJS,19,1,3,4,-1,4,1,0,0,1,3,0,0,27,3.7,205,11,6,15,3,1,75
644,Ryan Carpenter,26,C,SJS,11,2,2,4,5,4,2,0,0,0,2,0,0,20,10,114,10,2,15,34,41,45.3
645,Timo Meier,20,RW,SJS,34,3,3,6,1,10,3,0,0,1,3,0,0,85,3.5,424,12,5,64,1,4,20
646,Dylan DeMelo,23,D,SJS,25,1,7,8,2,14,1,0,0,0,7,0,0,32,3.1,397,16,32,36,0,0,
647,Brenden Dillon,26,D,SJS,81,2,8,10,-2,60,2,0,0,0,8,0,0,86,2.3,1334,16,81,173,0,0,
648,Micheal Haley,30,C,SJS,58,2,10,12,6,128,2,0,0,1,10,0,0,37,5.4,532,9,23,129,66,83,44.3
649,Justin Braun,29,D,SJS,81,4,9,13,1,28,4,0,0,0,7,0,2,95,4.2,1626,20,161,136,0,0,
650,Joonas Donskoi,24,RW,SJS,61,6,11,17,-5,10,5,1,0,0,8,3,0,95,6.3,842,14,27,27,8,8,50
651,David Schlemko,29,D,SJS,62,2,16,18,4,14,1,1,0,1,14,2,0,118,1.7,1038,17,112,35,0,0,
652,Kevin Labanc,21,RW,SJS,55,8,12,20,9,22,8,0,0,2,10,2,0,70,11.4,752,14,14,19,2,2,50
653,Tomas Hertl,23,C,SJS,49,10,12,22,-8,14,9,1,0,4,11,1,0,100,10,844,17,42,76,245,229,51.7
654,Melker Karlsson,26,C,SJS,67,11,11,22,7,22,9,0,2,1,11,0,0,73,15.1,858,13,59,67,1,5,16.7
655,Chris Tierney,22,C,SJS,80,11,12,23,0,6,9,1,1,2,11,0,1,90,12.2,1168,15,44,50,399,424,48.5
656,Paul Martin,35,D,SJS,81,4,22,26,10,20,4,0,0,1,22,0,0,57,7,1557,19,124,41,0,0,
657,Mikkel Boedker,27,LW,SJS,81,10,16,26,0,10,9,0,1,2,15,1,0,122,8.2,1162,14,34,71,5,13,27.8
658,Marc-Edouard Vlasic,29,D,SJS,75,6,22,28,4,35,5,1,0,2,15,6,1,144,4.2,1593,21,144,18,0,0,
659,Joel Ward,36,RW,SJS,78,10,19,29,-2,30,7,1,2,2,17,2,0,105,9.5,1244,16,56,61,222,233,48.8
660,Patrick Marleau,37,LW,SJS,82,27,19,46,4,28,20,7,0,6,10,9,0,190,14.2,1407,17,32,82,115,99,53.7
661,Joe Thornton,37,C,SJS,79,7,43,50,7,51,6,1,0,0,25,18,0,81,8.6,1427,18,31,52,374,362,50.8
662,Logan Couture,27,C,SJS,73,25,27,52,11,12,14,11,0,3,22,4,1,174,14.4,1285,18,65,57,297,453,39.6
663,Joe Pavelski,32,C,SJS,81,29,39,68,11,34,21,7,1,7,24,15,0,233,12.4,1549,19,73,130,448,407,52.4
664,Brent Burns,31,D,SJS,82,29,47,76,19,40,21,8,0,6,29,17,1,320,9.1,2039,25,142,69,0,0,
665,Petteri Lindbohm,23,D,STL,7,0,0,0,-4,4,0,0,0,0,0,0,0,10,0,91,13,5,10,0,0,
666,Chris Butler,30,D,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,21,2,0,0,0,
667,Vladimir Sobotka,29,LW,STL,1,1,0,1,0,0,1,0,0,0,0,0,0,2,50,17,17,0,0,6,6,50
668,Wade Megan,26,C,STL,3,1,0,1,1,0,1,0,0,0,0,0,0,6,16.7,26,9,0,2,13,14,48.1
669,Jordan Schmaltz,23,D,STL,9,0,2,2,0,4,0,0,0,0,1,1,0,5,0,129,14,10,4,0,0,
670,Kenny Agostino,24,LW,STL,7,1,2,3,0,2,1,0,0,0,1,1,0,17,5.9,89,13,3,9,0,0,
671,Robert Bortuzzo,27,D,STL,38,1,3,4,11,15,1,0,0,0,3,0,0,45,2.2,535,14,50,77,0,0,
672,Carl Gunnarsson,30,D,STL,56,0,6,6,-5,4,0,0,0,0,6,0,0,32,0,761,14,68,42,0,0,
673,Nail Yakupov,23,RW,STL,40,3,6,9,-3,14,3,0,0,0,6,0,0,35,8.6,426,11,8,32,0,0,
674,Dmitrij Jaskin,23,RW,STL,51,1,10,11,5,18,1,0,0,0,10,0,0,55,1.8,589,12,19,98,5,5,50
675,Ivan Barbashev,21,C,STL,30,5,7,12,5,2,5,0,0,1,7,0,0,20,25,354,12,14,34,83,124,40.1
676,Ryan Reaves,30,RW,STL,80,7,6,13,4,104,7,0,0,1,6,0,0,58,12.1,711,9,26,239,0,5,0
677,Magnus Paajarvi,25,LW,STL,32,8,5,13,9,6,7,1,0,3,5,0,0,51,15.7,389,12,16,29,1,2,33.3
678,Jay Bouwmeester,33,D,STL,81,1,14,15,6,28,1,0,0,0,13,1,0,106,0.9,1815,22,111,67,0,0,
679,Joel Edmundson,23,D,STL,69,3,12,15,11,60,3,0,0,1,12,0,0,81,3.7,1226,18,95,122,0,0,
680,Kyle Brodziak,32,C,STL,69,8,7,15,2,27,8,0,0,2,7,0,0,55,14.5,773,11,39,56,323,330,49.5
681,Scottie Upshall,33,RW,STL,73,10,8,18,-1,45,8,0,2,1,8,0,0,85,11.8,802,11,21,99,3,9,25
682,Jori Lehtera,29,C,STL,64,7,15,22,-6,34,7,0,0,1,12,3,0,67,10.4,971,15,29,64,409,423,49.2
683,Robby Fabbri,21,C,STL,51,11,18,29,-16,27,7,4,0,0,13,5,0,91,12.1,796,16,14,64,13,11,54.2
684,Patrik Berglund,28,C,STL,82,23,11,34,-7,32,19,4,0,5,7,4,0,153,15,1311,16,42,155,584,585,50
685,Colton Parayko,23,D,STL,81,4,31,35,7,32,0,4,0,2,24,6,1,188,2.1,1717,21,117,80,0,0,
686,Paul Stastny,31,C,STL,66,18,22,40,4,36,13,5,0,5,14,8,0,112,16.1,1263,19,35,51,786,624,55.7
687,David Perron,28,LW,STL,82,18,28,46,-2,54,14,3,1,3,18,10,0,151,11.9,1418,17,28,87,32,34,48.5
688,Alex Pietrangelo,27,D,STL,80,14,34,48,3,24,8,6,0,4,21,13,0,181,7.7,2023,25,158,38,0,1,0
689,Alex Steen,32,LW,STL,76,16,35,51,-2,53,13,3,0,2,22,13,0,117,13.7,1467,19,69,33,101,146,40.9
690,Jaden Schwartz,24,LW,STL,78,19,36,55,14,18,16,3,0,4,30,6,0,179,10.6,1475,19,43,71,67,73,47.9
691,Vladimir Tarasenko,25,RW,STL,82,39,36,75,-1,12,30,9,0,8,23,13,0,286,13.6,1515,18,31,50,5,5,50
692,Tanner Richard,23,C,TBL,3,0,0,0,-2,2,0,0,0,0,0,0,0,1,0,38,13,2,6,13,17,43.3
693,Erik Condra,30,RW,TBL,13,0,0,0,-4,4,0,0,0,0,0,0,0,8,0,125,10,7,5,1,0,100
694,Matthew Peca,23,C,TBL,10,1,1,2,-3,2,1,0,0,0,1,0,0,9,11.1,114,11,2,9,32,40,44.4
695,Joel Vermin,24,RW,TBL,18,0,3,3,2,4,0,0,0,0,3,0,0,12,0,197,11,7,17,2,1,66.7
696,Michael Bournival,24,LW,TBL,19,2,1,3,-3,2,2,0,0,0,1,0,0,25,8,193,10,8,31,1,2,33.3
697,Adam Erne,21,LW,TBL,26,3,0,3,-9,11,3,0,0,0,0,0,0,40,7.5,307,12,13,71,0,2,0
698,Luke Witkowski,26,D,TBL,34,0,4,4,-1,39,0,0,0,0,4,0,0,24,0,336,10,21,81,0,0,
699,Slater Koekkoek,22,D,TBL,29,0,4,4,-4,8,0,0,0,0,4,0,0,27,0,377,13,27,25,0,0,
700,Cory Conacher,27,LW,TBL,11,1,3,4,0,4,0,1,0,0,3,0,0,16,6.3,127,12,0,1,1,1,50
701,Gabriel Dumont,26,C,TBL,39,2,2,4,1,29,2,0,0,0,2,0,0,34,5.9,377,10,19,83,133,109,55
702,Ryan Callahan,31,RW,TBL,18,2,2,4,-4,23,2,0,0,1,2,0,0,22,9.1,255,14,13,48,5,4,55.6
703,J.T. Brown,26,RW,TBL,64,3,3,6,-7,73,2,0,1,1,3,0,0,67,4.5,664,10,25,103,12,26,31.6
704,Yanni Gourde,25,C,TBL,20,6,2,8,-1,8,5,0,1,1,2,0,0,30,20,307,15,3,11,60,103,36.8
705,Jason Garrison,32,D,TBL,70,1,8,9,-8,14,1,0,0,0,8,0,0,96,1,1300,19,91,93,0,0,
706,Cedric Paquette,23,C,TBL,58,4,6,10,-6,80,4,0,0,0,6,0,0,68,5.9,668,12,46,144,200,234,46.1
707,Jake Dotchin,22,D,TBL,35,0,11,11,10,35,0,0,0,0,11,0,0,50,0,645,18,19,85,0,0,
708,Braydon Coburn,31,D,TBL,80,5,7,12,-1,50,4,0,1,0,7,0,0,102,4.9,1339,17,76,109,0,0,
709,Andrej Sustr,26,D,TBL,80,3,11,14,-10,43,3,0,0,1,11,0,0,93,3.2,1407,18,102,45,0,1,0
710,Steven Stamkos,26,C,TBL,17,9,11,20,3,14,6,3,0,1,7,4,0,58,15.5,304,18,3,21,106,92,53.5
711,Anton Stralman,30,D,TBL,73,5,17,22,1,20,4,1,0,0,11,6,0,130,3.8,1672,23,96,106,0,0,
712,Vladislav Namestnikov,24,C,TBL,74,10,18,28,-4,31,7,3,0,0,14,3,1,114,8.8,1094,15,31,72,209,271,43.5
713,Alex Killorn,27,LW,TBL,81,19,17,36,-9,66,14,4,1,4,10,6,1,176,10.8,1458,18,25,99,4,8,33.3
714,Brayden Point,20,C,TBL,68,18,22,40,4,14,13,5,0,2,15,7,0,122,14.8,1165,17,31,39,238,294,44.7
715,Tyler Johnson,26,C,TBL,66,19,26,45,-5,28,13,6,0,3,15,11,0,130,14.6,1242,19,30,46,583,539,52
716,Ondrej Palat,25,LW,TBL,75,17,35,52,8,39,12,5,0,3,25,10,0,162,10.5,1434,19,66,141,9,25,26.5
717,Jonathan Drouin,21,LW,TBL,73,21,32,53,-13,16,12,9,0,6,15,17,0,183,11.5,1293,18,16,50,96,124,43.6
718,Victor Hedman,26,D,TBL,79,16,56,72,3,47,12,4,0,5,27,29,0,166,9.6,1936,25,132,93,0,0,
719,Nikita Kucherov,23,RW,TBL,74,40,45,85,13,38,23,17,0,7,30,15,0,246,16.3,1438,19,20,30,0,0,
720,Kasperi Kapanen,20,RW,TOR,8,1,0,1,-2,0,1,0,0,0,0,0,0,11,9.1,86,11,2,6,0,0,
721,Milan Michalek,32,LW,TOR,5,1,1,2,-2,2,1,0,0,0,1,0,0,6,16.7,71,14,9,7,0,1,0
722,Frederik Gauthier,21,C,TOR,21,2,1,3,2,23,2,0,0,0,1,0,0,15,13.3,204,10,17,17,120,115,51.1
723,Martin Marincin,24,D,TOR,25,1,6,7,3,16,1,0,0,0,5,0,1,22,4.5,451,18,27,25,0,0,
724,Connor Carrick,22,D,TOR,67,2,6,8,8,51,1,1,0,0,6,0,0,89,2.2,1095,16,79,66,0,0,
725,Nikita Soshnikov,23,RW,TOR,56,5,4,9,1,16,5,0,0,0,3,1,0,70,7.1,608,11,28,101,2,15,11.8
726,Matt Martin,27,LW,TOR,82,5,4,9,0,123,5,0,0,0,4,0,0,66,7.6,730,9,26,300,0,11,0
727,Josh Leivo,23,LW,TOR,13,2,8,10,2,4,1,1,0,0,6,2,0,27,7.4,163,13,4,5,1,1,50
728,Roman Polak,30,D,TOR,75,4,7,11,10,65,4,0,0,1,7,0,0,64,6.3,1344,18,133,232,0,1,0
729,Matt Hunwick,31,D,TOR,72,1,18,19,8,18,1,0,0,0,18,0,0,73,1.4,1294,18,90,91,0,0,
730,Morgan Rielly,22,D,TOR,76,6,21,27,-20,21,5,1,0,1,17,4,0,171,3.5,1685,22,120,46,0,0,
731,Zach Hyman,24,C,TOR,82,10,18,28,2,30,6,0,4,3,18,0,0,156,6.4,1369,17,43,109,11,18,37.9
732,Leo Komarov,30,C,TOR,82,14,18,32,6,31,9,4,1,1,11,6,1,114,12.3,1400,17,50,232,91,111,45
733,Nikita Zaitsev,25,D,TOR,82,4,32,36,-22,38,3,1,0,0,20,11,1,106,3.8,1806,22,136,176,0,0,
734,Connor Brown,23,RW,TOR,82,20,16,36,3,10,17,2,1,4,12,4,0,139,14.4,1329,16,46,50,2,6,25
735,Jake Gardiner,26,D,TOR,82,9,34,43,24,34,7,2,0,2,23,11,0,127,7.1,1766,22,83,69,0,0,
736,Tyler Bozak,30,C,TOR,78,18,37,55,-1,30,11,7,0,1,26,11,0,145,12.4,1282,16,26,45,774,591,56.7
737,Mitch Marner,19,C,TOR,77,19,42,61,0,38,15,4,0,5,25,17,0,176,10.8,1294,17,39,41,14,23,37.8
738,William Nylander,20,C,TOR,81,22,39,61,-3,32,13,9,0,2,22,17,0,205,10.7,1297,16,16,25,49,73,40.2
739,Nazem Kadri,26,C,TOR,82,32,29,61,-7,95,20,12,0,6,24,5,0,236,13.6,1360,17,31,124,543,587,48.1
740,James van Riemsdyk,27,LW,TOR,82,29,33,62,-2,37,23,6,0,5,20,13,0,238,12.2,1303,16,29,62,1,4,20
741,Auston Matthews,19,C,TOR,82,40,29,69,2,14,32,8,0,8,16,13,0,279,14.3,1446,18,61,21,530,600,46.9
742,Byron Froese,25,C,TOT,6,0,0,0,-3,5,0,0,0,0,0,0,0,6,0,63,11,4,3,26,30,46.4
743,Frank Corrado,23,D,TOT,4,0,0,0,-1,8,0,0,0,0,0,0,0,3,0,43,11,2,4,0,0,
744,Taylor Beck,25,LW,TOT,5,0,0,0,-3,4,0,0,0,0,0,0,0,5,0,44,9,0,5,0,1,0
745,Dylan McIlrath,24,D,TOT,6,1,0,1,-2,14,1,0,0,0,0,0,0,3,33.3,57,10,4,15,0,0,
746,Tomas Jurco,24,LW/RW,TOT,29,1,0,1,-12,4,1,0,0,0,0,0,0,35,2.9,308,11,9,21,0,1,0
747,Ty Rattie,23,RW,TOT,9,0,2,2,-2,0,0,0,0,0,2,0,0,10,0,97,11,4,10,0,0,
748,Steven Kampfer,28,D,TOT,11,1,1,2,-2,6,1,0,0,0,1,0,0,10,10,146,13,10,24,0,0,
749,Teemu Pulkkinen,25,LW,TOT,13,2,0,2,-2,6,2,0,0,0,0,0,0,10,20,124,10,3,4,0,1,0
750,Brandon Davidson,25,D,TOT,38,0,3,3,-2,20,0,0,0,0,3,0,0,42,0,597,16,61,42,0,0,
751,Nikolay Goldobin,21,RW/LW,TOT,14,3,0,3,0,0,3,0,0,1,0,0,0,14,21.4,159,11,4,1,0,0,
752,Derek Grant,26,C,TOT,46,0,4,4,-5,24,0,0,0,0,4,0,0,40,0,449,10,29,27,200,183,52.2
753,Curtis Lazar,21,RW,TOT,37,1,3,4,-8,4,1,0,0,0,3,0,0,26,3.8,338,9,17,66,39,60,39.4
754,Ben Smith,28,RW,TOT,40,2,2,4,-7,4,2,0,0,0,2,0,0,30,6.7,459,11,41,29,241,227,51.5
755,Vernon Fiddler,36,LW,TOT,59,2,2,4,-14,66,1,0,1,0,2,0,0,48,4.2,687,12,33,57,370,316,53.9
756,Seth Griffith,24,C,TOT,24,0,5,5,6,8,0,0,0,0,4,1,0,21,0,306,13,5,30,2,6,25
757,Dalton Prout,26,D,TOT,29,0,6,6,-1,44,0,0,0,0,6,0,0,13,0,405,14,24,44,0,0,
758,Jyrki Jokipakka,25,D,TOT,41,1,5,6,-4,12,1,0,0,0,5,0,0,29,3.4,592,14,32,31,0,0,
759,Brad Hunt,28,D,TOT,12,1,5,6,-1,2,0,1,0,0,4,1,0,14,7.1,174,15,3,0,0,0,
760,Cody McLeod,32,LW,TOT,59,5,1,6,-3,145,5,0,0,0,1,0,0,30,16.7,423,7,14,150,0,1,0
761,Steve Ott,34,C,TOT,53,3,4,7,-8,80,3,0,0,0,4,0,0,45,6.7,570,11,23,144,153,125,55
762,Greg McKegg,24,C,TOT,46,3,4,7,-3,22,3,0,0,0,4,0,0,36,8.3,456,10,16,48,90,90,50
763,Andreas Martinsen,26,LW,TOT,64,3,4,7,-14,32,3,0,0,0,3,0,1,73,4.1,637,10,28,173,3,1,75
764,Alexey Marchenko,25,D,TOT,41,1,7,8,7,12,1,0,0,0,6,0,1,36,2.8,695,17,59,22,0,0,
765,Zachary Sanford,22,LW/C,TOT,39,4,4,8,2,10,4,0,0,2,4,0,0,36,11.1,423,11,20,22,17,22,43.6
766,Greg Pateryn,26,D,TOT,36,1,8,9,-1,10,1,0,0,0,8,0,0,42,2.4,555,15,66,69,0,0,
767,Michael Sgarbossa,24,C,TOT,38,2,7,9,-5,9,1,1,0,0,6,1,0,33,6.1,424,11,16,39,138,176,43.9
768,Johnny Oduya,35,D,TOT,52,2,7,9,-4,18,2,0,0,0,7,0,0,37,5.4,950,18,123,29,0,0,
769,Brendan Smith,27,D,TOT,51,3,6,9,1,63,2,1,0,1,4,2,0,62,4.8,981,19,65,59,0,0,
770,Matt Puempel,24,LW,TOT,40,6,3,9,-11,11,3,3,0,1,3,0,0,44,13.6,386,10,12,28,0,1,0
771,Joseph Cramarossa,24,LW,TOT,59,4,6,10,0,60,4,0,0,1,4,0,2,36,11.1,587,10,23,133,6,1,85.7
772,Reid Boucher,23,LW/C,TOT,39,6,4,10,-6,8,5,1,0,0,4,0,0,70,8.6,465,12,14,19,0,1,0
773,Stefan Noesen,23,RW,TOT,44,8,2,10,6,24,8,0,0,0,2,0,0,63,12.7,490,11,10,50,26,41,38.8
774,Eric Fehr,31,C,TOT,53,6,5,11,2,14,6,0,0,3,5,0,0,62,9.7,579,11,35,82,79,76,51
775,Josh Jooris,26,RW,TOT,54,4,8,12,-2,16,4,0,0,0,7,0,1,75,5.3,659,12,30,49,222,228,49.3
776,Peter Holland,26,C,TOT,48,5,7,12,-16,22,4,1,0,0,7,0,0,79,6.3,612,13,9,37,228,274,45.4
777,Tommy Wingels,28,C,TOT,73,7,5,12,-11,27,7,0,0,2,5,0,0,81,8.6,767,11,46,125,111,149,42.7
778,Mark Barberio,26,D,TOT,60,2,11,13,-5,14,1,1,0,0,8,3,0,80,2.5,1096,18,55,20,0,0,
779,Matthew Nieto,24,LW,TOT,59,7,6,13,-12,8,7,0,0,1,5,0,1,85,8.2,881,15,34,40,2,4,33.3
780,David Desharnais,30,C,TOT,49,6,8,14,4,12,6,0,0,1,6,2,0,46,13,610,12,15,5,170,162,51.2
781,Michael Stone,26,D,TOT,64,3,12,15,0,32,2,1,0,0,8,4,0,81,3.7,1268,20,143,125,1,0,100
782,Kyle Quincey,31,D,TOT,73,6,9,15,3,51,6,0,0,0,9,0,0,79,7.6,1306,18,96,95,0,0,
783,Alexander Burmistrov,25,C,TOT,49,5,11,16,-7,12,1,4,0,0,9,1,1,45,11.1,654,13,19,60,178,259,40.7
784,Ryan White,28,C,TOT,65,9,7,16,-16,84,9,0,0,1,7,0,0,60,15,693,11,33,187,39,52,42.9
785,Dwight King,27,LW,TOT,80,9,7,16,-2,12,9,0,0,1,7,0,0,110,8.2,1153,14,28,120,4,12,25
786,Viktor Stalberg,31,LW,TOT,75,11,5,16,-9,41,8,1,2,2,4,1,0,101,10.9,915,12,28,141,0,3,0
787,Nikita Nesterov,23,D,TOT,48,4,13,17,0,24,3,1,0,0,12,1,0,63,6.3,782,16,21,84,0,0,
788,Ron Hainsey,35,D,TOT,72,4,13,17,-8,21,3,0,1,1,11,0,2,71,5.6,1586,22,120,93,0,0,
789,Jordie Benn,29,D,TOT,71,4,13,17,-4,28,4,0,0,1,10,2,1,68,5.9,1298,18,144,64,0,0,
790,Lauri Korpikoski,30,LW,TOT,69,8,12,20,5,10,8,0,0,0,11,0,1,108,7.4,856,12,36,37,0,7,0
791,Jannik Hansen,30,RW,TOT,43,8,12,20,2,34,8,0,0,1,12,0,0,73,11,690,16,15,43,0,1,0
792,Drew Stafford,31,RW,TOT,58,8,13,21,6,24,5,3,0,3,12,1,0,109,7.3,789,14,3,62,7,15,31.8
793,Sven Andrighetto,23,RW,TOT,46,7,16,23,1,12,5,2,0,0,14,2,0,68,10.3,643,14,22,40,7,3,70
794,Brian Boyle,32,C,TOT,75,13,12,25,3,66,10,3,0,2,9,3,0,131,9.9,977,13,41,115,303,278,52.2
795,Mark Streit,39,D,TOT,68,6,21,27,-12,28,5,1,0,2,9,12,0,114,5.3,1275,19,92,38,0,0,
796,Jarome Iginla,39,RW,TOT,80,14,13,27,-30,70,7,7,0,4,9,4,0,153,9.2,1210,15,21,116,16,14,53.3
797,P.A. Parenteau,33,RW,TOT,67,13,15,28,-19,35,9,4,0,2,11,4,0,123,10.6,985,15,9,60,6,14,30
798,Alexandre Burrows,35,LW/RW,TOT,75,15,16,31,3,62,14,1,0,2,15,0,1,143,10.5,1099,15,34,68,5,9,35.7
799,Martin Hanzal,29,C,TOT,71,20,19,39,-17,53,15,5,0,2,15,4,0,169,11.8,1258,18,58,145,767,593,56.4
800,Valtteri Filppula,32,C,TOT,79,12,30,42,-1,26,12,0,0,1,23,7,0,97,12.4,1375,17,39,26,556,606,47.8
801,Thomas Vanek,33,LW,TOT,68,17,31,48,-5,22,12,5,0,2,23,8,0,133,12.8,979,14,5,29,6,9,40
802,Patrick Eaves,32,RW,TOT,79,32,19,51,-2,24,19,13,0,2,14,5,0,209,15.3,1296,16,43,89,2,2,50
803,Kevin Shattenkirk,28,D,TOT,80,13,43,56,-7,47,5,8,0,2,24,19,0,161,8.1,1595,20,95,88,0,0,
804,Michael Zalewski,24,LW,VAN,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,8,8,1,0,0,0,
805,Borna Rendulic,24,RW,VAN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,
806,Griffen Molino,23,C,VAN,5,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,53,11,1,1,0,0,
807,Evan McEneny,22,D,VAN,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,15,15,0,0,0,0,
808,Joseph Labate,23,C,VAN,13,0,0,0,-2,21,0,0,0,0,0,0,0,5,0,88,7,2,23,1,0,100
809,Alexandre Grenier,25,RW,VAN,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,19,6,0,3,2,0,100
810,Jake Virtanen,20,RW,VAN,10,0,1,1,1,2,0,0,0,0,1,0,0,13,0,101,10,4,17,3,0,100
811,Anton Rodin,26,RW,VAN,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0,27,9,1,0,0,0,
812,Drew Shore,26,C,VAN,14,0,2,2,-3,4,0,0,0,0,2,0,0,11,0,168,12,3,22,38,33,53.5
813,Alex Biega,28,D,VAN,36,0,3,3,-4,18,0,0,0,0,3,0,0,37,0,474,13,24,97,0,0,
814,Derek Dorsett,30,RW,VAN,14,1,3,4,-6,33,1,0,0,0,3,0,0,24,4.2,139,10,6,35,1,0,100
815,Brendan Gaunce,22,LW,VAN,57,0,5,5,-2,33,0,0,0,0,5,0,0,51,0,541,9,12,94,84,80,51.2
816,Brock Boeser,19,RW,VAN,9,4,1,5,0,0,2,2,0,1,1,0,0,25,16,146,16,0,5,0,0,
817,Philip Larsen,27,D,VAN,26,1,5,6,-8,4,1,0,0,0,3,2,0,32,3.1,428,16,22,12,0,0,
818,Erik Gudbranson,25,D,VAN,30,1,5,6,-14,18,1,0,0,1,5,0,0,40,2.5,610,20,44,66,0,0,
819,Jayson Megna,26,C,VAN,58,4,4,8,-4,6,4,0,0,0,3,1,0,72,5.6,721,12,23,87,2,14,12.5
820,Michael Chaput,24,C,VAN,68,4,4,8,-12,29,4,0,0,0,4,0,0,64,6.3,750,11,29,68,203,182,52.7
821,Nikita Tryamkin,22,D,VAN,66,2,7,9,-7,64,2,0,0,0,7,0,0,65,3.1,1105,17,87,145,0,0,
822,Jack Skille,29,RW,VAN,55,5,4,9,0,12,5,0,0,0,4,0,0,73,6.8,484,9,24,74,2,0,100
823,Chris Tanev,27,D,VAN,53,2,8,10,3,14,2,0,0,1,8,0,0,39,5.1,1078,20,91,19,0,0,
824,Luca Sbisa,27,D,VAN,82,2,11,13,-1,40,2,0,0,1,11,0,0,75,2.7,1556,19,122,130,0,0,
825,Ben Hutton,23,D,VAN,71,5,14,19,-22,31,3,2,0,1,5,9,0,130,3.8,1455,20,106,46,0,0,
826,Alexander Edler,30,D,VAN,68,6,15,21,-20,36,4,2,0,0,13,2,0,138,4.3,1653,24,138,106,2,1,66.7
827,Troy Stecher,22,D,VAN,71,3,21,24,-16,25,2,1,0,0,14,7,0,125,2.4,1419,20,66,51,0,0,
828,Loui Eriksson,31,LW,VAN,65,11,13,24,-9,8,6,5,0,1,10,2,1,132,8.3,1214,19,26,11,0,1,0
829,Markus Granlund,23,C,VAN,69,19,13,32,-19,14,16,3,0,3,9,4,0,122,15.6,1194,17,11,32,40,61,39.6
830,Brandon Sutter,27,C,VAN,81,17,17,34,-20,12,13,4,0,1,13,4,0,160,10.6,1523,19,53,78,788,664,54.3
831,Sven Baertschi,24,LW,VAN,68,18,17,35,-6,8,16,2,0,5,13,4,0,114,15.8,1080,16,29,52,1,0,100
832,Daniel Sedin,36,LW,VAN,82,15,29,44,-16,32,9,6,0,3,21,8,0,216,6.9,1508,18,18,20,3,3,50
833,Henrik Sedin,36,C,VAN,82,15,36,51,-27,28,14,1,0,4,22,14,0,99,15.2,1561,19,11,15,611,635,49
834,Bo Horvat,21,C,VAN,81,20,32,52,-7,27,15,3,2,1,25,7,0,158,12.7,1461,18,41,65,756,742,50.5
835,Jack Roslovic,20,C,WPG,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,8,8,1,0,1,5,16.7
836,Nelson Nogier,20,D,WPG,10,0,0,0,-1,5,0,0,0,0,0,0,0,8,0,117,12,5,12,0,0,
837,Quinton Howden,25,C,WPG,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,43,9,0,4,0,2,0
838,Brian Strait,29,D,WPG,5,0,2,2,-1,0,0,0,0,0,2,0,0,3,0,80,16,8,5,0,0,
839,Julian Melchiori,25,D,WPG,18,0,2,2,0,8,0,0,0,0,2,0,0,15,0,331,18,31,30,0,0,
840,Brandon Tanev,25,LW,WPG,51,2,2,4,-6,26,2,0,0,1,2,0,0,54,3.7,545,11,31,128,1,0,100
841,Mark Stuart,32,D,WPG,42,2,2,4,4,27,2,0,0,1,2,0,0,24,8.3,523,12,79,68,0,0,
